Generating SQLite file D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite from D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.nsys-rep
Processing [D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2023.3.1\host-windows-x64\reports\nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)       Med (ns)      Min (ns)     Max (ns)    StdDev (ns)   Style              Range           
 --------  ---------------  ---------  -------------  -------------  -----------  -----------  -----------  -------  ---------------------------
     25.3      66282384096          1  66282384096.0  66282384096.0  66282384096  66282384096          0.0  PushPop  Full Experiment            
     22.3      58364609998         60    972743500.0    945741259.5    910420228   1260911811   79124673.6  PushPop  Client Update              
      7.4      19419619838          1  19419619838.0  19419619838.0  19419619838  19419619838          0.0  PushPop  Profiling Rounds 4-5       
      3.8      10036737949          1  10036737949.0  10036737949.0  10036737949  10036737949          0.0  PushPop  Round 6                    
      3.8       9916818729          1   9916818729.0   9916818729.0   9916818729   9916818729          0.0  PushPop  Round 1                    
      3.7       9818750103          1   9818750103.0   9818750103.0   9818750103   9818750103          0.0  PushPop  Round 5                    
      3.7       9650135271          1   9650135271.0   9650135271.0   9650135271   9650135271          0.0  PushPop  Round 2                    
      3.7       9600864274          1   9600864274.0   9600864274.0   9600864274   9600864274          0.0  PushPop  Round 4                    
      3.7       9576362665          1   9576362665.0   9576362665.0   9576362665   9576362665          0.0  PushPop  Round 3                    
      2.4       6382615639          6   1063769273.2   1021501565.0    923299436   1261623169  144629730.7  PushPop  Client 6                   
      2.3       5984609411          6    997434901.8    942218476.0    926213450   1172230688  102675036.5  PushPop  Client 5                   
      2.3       5900497718          6    983416286.3    944825460.5    911106808   1205552281  110441277.9  PushPop  Client 9                   
      2.2       5889170859          6    981528476.5    950541202.0    912035748   1176239202   97591658.8  PushPop  Client 0                   
      2.2       5831886621          6    971981103.5    957024264.5    946542286   1058091193   42551188.9  PushPop  Client 3                   
      2.2       5828657096          6    971442849.3    952654825.5    935343715   1067481342   49903355.4  PushPop  Client 7                   
      2.2       5687591494          6    947931915.7    946988380.0    940757831    957364979    6847826.7  PushPop  Client 1                   
      2.2       5639236433          6    939872738.8    938092333.5    928051701    953554989    9164797.7  PushPop  Client 8                   
      2.1       5637437159          6    939572859.8    936347323.5    920494843    973705691   20653011.2  PushPop  Client 2                   
      2.1       5630187505          6    938364584.2    935656580.5    930226943    957316445    9704105.0  PushPop  Client 4                   
      0.2        517683118          1    517683118.0    517683118.0    517683118    517683118          0.0  PushPop  NCCL:ncclCommAbort         
      0.1        349831022          1    349831022.0    349831022.0    349831022    349831022          0.0  PushPop  NCCL:ncclGroupEnd          
      0.1        171062341          6     28510390.2     26311604.5     25657037     39529718    5435203.8  PushPop  Model Evaluation           
      0.0         48075761          2     24037880.5     24037880.5       537000     47538761   33235263.9  PushPop  cuBLAS:cublasCreate_v2     
      0.0         36512638      15602         2340.3         1933.0         1573        23034       1448.7  PushPop  NCCL:ncclAllReduce         
      0.0          6569035          1      6569035.0      6569035.0      6569035      6569035          0.0  PushPop  NCCL:ncclCommInitRankConfig
      0.0          3918079          6       653013.2       562139.0       524466      1156430     247680.4  PushPop  Model Aggregation          
      0.0            43153          1        43153.0        43153.0        43153        43153          0.0  PushPop  NCCL:ncclAllGather         
      0.0            19498          4         4874.5         2059.0         1473        13907       6040.5  PushPop  NCCL:ncclBroadcast         
      0.0              882          1          882.0          882.0          882          882          0.0  PushPop  NCCL:ncclGroupStart        

Processing [D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2023.3.1\host-windows-x64\reports\osrt_sum.py]... 
SKIPPED: D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite does not contain OS Runtime trace data.

Processing [D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2023.3.1\host-windows-x64\reports\cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls  Avg (ns)   Med (ns)   Min (ns)  Max (ns)  StdDev (ns)                      Name                     
      3.7        119392638      62396    1913.5    1888.0      1823      2049         67.9  void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<float, float, float, at::nat 
      3.1        101951371      31200    3267.7    3264.0      3104      3360         25.2  void at::native::<unnamed>::fused_dropout_kernel_vec<c10::Half, float, unsigned int, (int)1, (int)4 
      3.0         97044887      15600    6220.8    6240.0      4736      6336        201.1  void cutlass::Kernel<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_tn_align1>(T1::Params)
      2.7         89355769      46800    1909.3    1920.0      1759      2112         43.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::deta 
      2.7         88868430      46800    1898.9    1888.0      1759      1985         41.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, floa 
      2.5         81862723      46872    1746.5    1760.0      1599      1825         50.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, at::detail:: 
      2.4         79555572      15600    5099.7    5120.0      4128      5185        128.9  void cutlass::Kernel<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nt_align1>(T1::Params) 
      2.4         77257301      15600    4952.4    4960.0      4800      4993         20.4  void cutlass::Kernel<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nt_align1>(T1::Params)
      2.3         74831042      15580    4803.0    4800.0      4703      5152         48.3  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListScalarListMe 
      2.2         70435504      15600    4515.1    4512.0      4064      4640         41.0  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::Half, at::native::func_w 
      2.1         68583546      15580    4402.0    4415.0      4351      4512         19.3  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      2.1         67940073      15606    4353.5    4352.0      4128      4417         44.7  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<fl 
      2.0         65656447      15600    4208.7    4192.0      4031      4384         69.7  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      2.0         64194608      31200    2057.5    2079.0      1887      2336         41.8  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a 
      1.9         62910960      31200    2016.4    1984.0      1855      2624         88.2  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_ker 
      1.9         62659820      15580    4021.8    4031.0      3935      4352         36.9  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      1.9         61637793      31200    1975.6    1984.0      1919      2209         37.2  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Ha 
      1.8         59697135      31204    1913.1    1920.0      1855      1985         29.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, floa 
      1.7         54059628      15580    3469.8    3456.0      3391      3584         27.1  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      1.6         51494568      15600    3300.9    3296.0      3168      3425         46.8  void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params) 
      1.6         51320868      15580    3294.0    3296.0      3231      3424         18.4  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      1.6         51065114      15580    3277.6    3264.0      3231      3360         18.4  void at::native::<unnamed>::multi_tensor_apply_kernel<at::native::<unnamed>::TensorListMetadata<(in 
      1.5         48790458      15600    3127.6    3136.0      3039      3201         20.6  void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params) 
      1.4         45545134      15300    2976.8    2976.0      2816      3296         40.5  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b 
      1.3         42583534      15300    2783.2    2784.0      2719      3072         23.5  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, float, float, float, (boo 
      1.3         42431465      15600    2720.0    2720.0      2527      3007         55.2  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n 
      1.2         39994231      15600    2563.7    2560.0      2431      2688         36.2  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n 
      1.2         37850008      15300    2473.9    2433.0      2399      2720         58.9  void splitKreduce_kernel<(int)32, (int)16, int, float, __half, float, __half, (bool)1, (bool)0, (bo 
      1.2         37602414      15600    2410.4    2432.0      2271      2497         47.0  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator 
      1.1         37373208      15600    2395.7    2400.0      2272      2464         16.8  void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTens 
      1.1         36252244      15600    2323.9    2336.0      2111      2369         39.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::launch_log_sigmoid_forward_kerne 
      1.0         34220084      15600    2193.6    2208.0      2079      2241         33.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIt 
      1.0         33692580      15600    2159.8    2176.0      2016      2305         41.2  at::native::amp_update_scale_cuda_kernel(float *, int *, const float *, double, double, int)        
      1.0         33442894      15600    2143.8    2144.0      2015      2208         37.5  void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::Tenso 
      0.9         29776289      15600    1908.7    1920.0      1791      2016         45.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa 
      0.0           940245        300    3134.2    3136.0      3008      3169         22.1  void splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)1, (bool)1, (b 
      0.0           872539        300    2908.5    2912.0      2784      3136         46.1  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b 
      0.0           517756        150    3451.7    3456.0      3327      3520         32.7  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b 
      0.0           482052        150    3213.7    3200.0      3167      3264         20.1  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (b 
      0.0           288830         12   24069.2   22399.5     10881     35104       9984.3  ampere_sgemm_32x128_tn                                                                              
      0.0           145566         30    4852.2    4544.5      4351      6208        677.6  void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::MeanOps<fl 
      0.0           105217         60    1753.6    1792.0      1664      1824         49.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, at::detail::Ar 
      0.0            53410         18    2967.2    2928.0      2816      3232        129.6  void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType< 
      0.0            49923         19    2627.5    2624.0      2400      3392        209.8  void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType< 
      0.0            32160         12    2680.0    2671.5      2432      3073        239.0  void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(a 
      0.0            23553          6    3925.5    3920.5      3872      3968         38.8  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator 
      0.0            20545          6    3424.2    3424.0      3392      3456         28.4  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool 
      0.0            16864          6    2810.7    2816.0      2784      2816         13.1  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n 
      0.0            12608          6    2101.3    2096.0      2048      2144         38.8  void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float 

Processing [D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2023.3.1\host-windows-x64\reports\cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count   Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)            Operation           
 --------  ---------------  ------  --------  --------  --------  --------  -----------  ------------------------------
     61.2        244262729  124844    1956.5    1984.0      1727      2496         57.8  [CUDA memcpy Device-to-Device]
     27.4        109259364   31287    3492.2    1568.0       993    894301      12277.0  [CUDA memcpy Host-to-Device]  
     11.4         45385376   31222    1453.6    1440.0      1056      6912         92.5  [CUDA memcpy Device-to-Host]  
      0.0           146399      97    1509.3    1473.0      1408      2911        153.1  [CUDA memset]                 

Processing [D:\Summer_condition_monitoring\summer pnnl utep\ddp_mp_128\fl_ddp_profile_128.sqlite] with [C:\Program Files\NVIDIA Corporation\Nsight Systems 2023.3.1\host-windows-x64\reports\cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count   Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  ------  --------  --------  --------  --------  -----------  ------------------------------
   1601.731   31287     0.051     0.001     0.000    12.581        0.180  [CUDA memcpy Host-to-Device]  
    200.956  124844     0.002     0.000     0.000     0.012        0.004  [CUDA memcpy Device-to-Device]
      1.323   31222     0.000     0.000     0.000     0.132        0.002  [CUDA memcpy Device-to-Host]  
      0.028      97     0.000     0.000     0.000     0.009        0.001  [CUDA memset]
